2025-04-03 19:58:10,857 [__main__] [INFO] Initializing Ray...
2025-04-03 19:58:16,443 [__main__] [INFO] Creating temporary environment to get action/observation spaces...
2025-04-03 19:58:16,445 [src.satellite_marl_env] [INFO] SatelliteMARLEnv closed.
2025-04-03 19:58:16,445 [__main__] [INFO] Spaces retrieved.
2025-04-03 19:58:16,445 [__main__] [INFO] Configuring RLlib PPO Algorithm...
2025-04-03 19:58:16,446 [__main__] [INFO] Building Algorithm...
2025-04-03 19:58:30,156 [__main__] [INFO] Algorithm Built. Using Policy/Module Class: DefaultPPOTorchRLModule
2025-04-03 19:58:30,156 [__main__] [INFO] 
--- Starting Training for 100 iterations ---
2025-04-03 19:58:32,364 [__main__] [INFO] Iter: 1/100, Ts: 0, Reward (Eval/Sample): nan, Policy Loss: nan, Time: 2.21s
2025-04-03 19:59:19,900 [__main__] [INFO] Checkpoint saved in directory TrainingResult(checkpoint=Checkpoint(filesystem=local, path=/Users/nathanleo/Downloads/IST 597 - RL/Final Project/RL-Spacecraft-Docking/output/ray_results), metrics={'timers': {'training_iteration': 2.24158004501885, 'restore_env_runners': 1.53088543175251e-05, 'training_step': 2.2414539982298463, 'env_runner_sampling_timer': 0.25079501760399503, 'learner_update_timer': 1.9845354753629842, 'synch_weights': 0.004837187686242826, 'synch_env_connectors': 0.007416995370810094, 'restore_eval_env_runners': 5.378747300710529e-06, 'evaluation_iteration': 3.114647233839496, 'synch_eval_env_connectors': 0.0030808079084090425}, 'env_runners': {'num_agent_steps_sampled': {'target': 4000, 'servicer': 4000}, 'env_to_module_connector': {'timers': {'connectors': {'numpy_to_tensor': 3.072390645464621e-05, 'add_observations_from_episodes_to_batch': 1.6448031172262453e-05, 'batch_individual_items': 1.8334742500894875e-05, 'add_time_dim_to_batch_and_zero_pad': 6.549818784067663e-06, 'agent_to_module_mapping': 4.417519619576092e-06, 'add_states_from_episodes_to_batch': 4.08461180456344e-06}}, 'connector_pipeline_timer': 0.00011674265939099789}, 'num_agent_steps_sampled_lifetime': {'servicer': 80000, 'target': 80000}, 'num_module_steps_sampled_lifetime': {'target': 80000, 'servicer': 80000}, 'module_to_env_connector': {'timers': {'connectors': {'listify_data_for_vector_env': 1.0008292252654102e-05, 'get_actions': 0.00013617812325044076, 'un_batch_to_individual_items': 2.1748314210447143e-05, 'module_to_agent_unmapping': 3.72810497037063e-06, 'tensor_to_numpy': 4.97852699028082e-05, 'remove_single_ts_time_rank_from_batch': 1.212567265070433e-06, 'normalize_and_clip_actions': 5.4949033147933697e-05}}, 'connector_pipeline_timer': 0.0003239338305335091}, 'num_module_steps_sampled': {'target': 4000, 'servicer': 4000}, 'timers': {'connectors': {'agent_to_module_mapping': 7.364130199319966e-06, 'add_states_from_episodes_to_batch': 8.177606935572365e-06, 'numpy_to_tensor': 6.412865237191157e-05, 'add_observations_from_episodes_to_batch': 4.1266348410357274e-05, 'batch_individual_items': 3.793108866691751e-05, 'add_time_dim_to_batch_and_zero_pad': 2.1670348992895175e-05}}, 'num_env_steps_sampled_lifetime': 80000, 'num_env_steps_sampled': 4000, 'connector_pipeline_timer': 0.0003306576083717949, 'env_reset_timer': 0.0001808261307735887, 'env_to_module_sum_episodes_length_out': 103.42885547936852, 'sample': 0.14460899064037833, 'env_step_timer': 0.00010518062648267726, 'env_to_module_sum_episodes_length_in': 103.42885547936852, 'rlmodule_inference_timer': 0.00015311259068094896, 'weights_seq_no': 19.0, 'time_between_sampling': 2.094561346128498, 'episode_len_min': 1000, 'module_episode_returns_mean': {'target': 0.0, 'servicer': -1047.3293539886758}, 'agent_episode_returns_mean': {'target': 0.0, 'servicer': -1047.3293539886758}, 'agent_steps': {'servicer': 1000.0, 'target': 1000.0}, 'episode_return_min': -1055.2941294552513, 'episode_duration_sec_mean': 0.8826718494326442, 'episode_len_mean': 1000.0, 'num_episodes_lifetime': 69, 'episode_return_max': -1036.412251263903, 'episode_len_max': 1000, 'num_episodes': 0, 'episode_return_mean': -1047.3293539886758, 'num_env_steps_sampled_lifetime_throughput': 1097.0202919679423}, 'learners': {'servicer': {'vf_loss_unclipped': 3441.82373046875, 'num_module_steps_trained': 40320, 'diff_num_grad_updates_vs_sampler_policy': 1.0, 'curr_entropy_coeff': 0.01, 'policy_loss': 0.052662938833236694, 'curr_kl_coeff': 1.5258789289873675e-06, 'gradients_default_optimizer_global_norm': 0.9896837472915649, 'total_loss': 9.661012649536133, 'vf_loss': 9.694499969482422, 'vf_explained_var': -5.7578086853027344e-05, 'mean_kl_loss': 0.004566561430692673, 'module_train_batch_size_mean': 128.0, 'entropy': 8.61496353149414, 'num_module_steps_trained_lifetime': 807168, 'num_trainable_parameters': 142093.0, 'default_optimizer_learning_rate': 5e-05, 'weights_seq_no': 20.0}, 'target': {'default_optimizer_learning_rate': 5e-05, 'weights_seq_no': 20.0, 'num_module_steps_trained': 40320, 'vf_loss_unclipped': 8.206201300708926e-07, 'curr_entropy_coeff': 0.01, 'diff_num_grad_updates_vs_sampler_policy': 1.0, 'policy_loss': -0.06744842231273651, 'curr_kl_coeff': 0.0015625000232830644, 'gradients_default_optimizer_global_norm': 0.5241696238517761, 'total_loss': -0.16000352799892426, 'vf_loss': 8.206201300708926e-07, 'mean_kl_loss': 0.0037854257971048355, 'vf_explained_var': 0.9984877705574036, 'module_train_batch_size_mean': 128.0, 'entropy': 9.2567777633667, 'num_module_steps_trained_lifetime': 807168, 'num_trainable_parameters': 142093.0}, '__all_modules__': {'learner_connector': {'timers': {'connectors': {'general_advantage_estimation': 0.025998521297406277, 'add_states_from_episodes_to_batch': 4.938407241054016e-06, 'numpy_to_tensor': 0.00015297068826593713, 'add_observations_from_episodes_to_batch': 0.00021558930510291242, 'add_one_ts_to_episodes_and_truncate': 0.004964081885963093, 'batch_individual_items': 0.060655103363690115, 'add_time_dim_to_batch_and_zero_pad': 1.9482331824255025e-05, 'add_columns_from_episodes_to_train_batch': 0.0674740362783524, 'agent_to_module_mapping': 0.0033703891976943584}}, 'connector_pipeline_timer': 0.16304492195314002}, 'num_module_steps_trained': 80640, 'learner_connector_sum_episodes_length_out': 4000.0, 'num_non_trainable_parameters': 0.0, 'num_env_steps_trained': 1260000, 'learner_connector_sum_episodes_length_in': 4000.0, 'num_env_steps_trained_lifetime': 25224000, 'num_module_steps_trained_lifetime': 1614336, 'num_trainable_parameters': 284186.0, 'num_env_steps_trained_lifetime_throughput': 0.0}}, 'num_training_step_calls_per_iteration': 1, 'evaluation': {'env_runners': {'num_agent_steps_sampled': {'target': 5000, 'servicer': 5000}, 'env_to_module_connector': {'timers': {'connectors': {'numpy_to_tensor': 2.0556467976526116e-05, 'add_observations_from_episodes_to_batch': 1.1762097228577723e-05, 'batch_individual_items': 1.2654878128562044e-05, 'add_time_dim_to_batch_and_zero_pad': 4.565998112263877e-06, 'agent_to_module_mapping': 3.0045632933702052e-06, 'add_states_from_episodes_to_batch': 3.005577642704669e-06}}, 'connector_pipeline_timer': 8.270178245563989e-05}, 'num_agent_steps_sampled_lifetime': {'servicer': 10000, 'target': 10000}, 'num_module_steps_sampled_lifetime': {'target': 10000, 'servicer': 10000}, 'module_to_env_connector': {'timers': {'connectors': {'listify_data_for_vector_env': 7.893352958801277e-06, 'get_actions': 4.050713857992281e-05, 'un_batch_to_individual_items': 1.5555203831413922e-05, 'module_to_agent_unmapping': 2.6231166274608806e-06, 'tensor_to_numpy': 3.793115061372119e-05, 'remove_single_ts_time_rank_from_batch': 8.545523202046402e-07, 'normalize_and_clip_actions': 4.2723920037363674e-05}}, 'connector_pipeline_timer': 0.00018178462886950778}, 'episode_len_min': 1000, 'module_episode_returns_mean': {'target': 0.0, 'servicer': -1029.9960140068272}, 'num_module_steps_sampled': {'target': 5000, 'servicer': 5000}, 'timers': {'connectors': {'agent_to_module_mapping': 6.000610330374912e-06, 'add_states_from_episodes_to_batch': 5.082990240771323e-06, 'numpy_to_tensor': 3.375748255493818e-05, 'add_observations_from_episodes_to_batch': 3.2708209146221635e-05, 'batch_individual_items': 2.699964766361518e-05, 'add_time_dim_to_batch_and_zero_pad': 2.041625225247117e-05}}, 'num_env_steps_sampled_lifetime': 10000, 'agent_episode_returns_mean': {'target': 0.0, 'servicer': -1029.9960140068272}, 'agent_steps': {'servicer': 1000.0, 'target': 1000.0}, 'episode_return_min': -1033.5554685966445, 'episode_duration_sec_mean': 0.5623233193357009, 'episode_len_mean': 1000.0, 'num_episodes_lifetime': 10, 'episode_return_max': -1022.8771048271914, 'num_env_steps_sampled': 5000, 'connector_pipeline_timer': 0.00024029217381903436, 'env_reset_timer': 0.000163537333982822, 'episode_len_max': 1000, 'env_to_module_sum_episodes_length_out': 901.0423566894266, 'num_episodes': 5, 'sample': 2.9325906114997573, 'env_step_timer': 8.520085740590567e-05, 'env_to_module_sum_episodes_length_in': 901.0423566894266, 'episode_return_mean': -1029.9960140068272, 'rlmodule_inference_timer': 0.00012079680984628102, 'weights_seq_no': 19.0, 'num_env_steps_sampled_per_second': 1604.8594074666416, 'time_between_sampling': 22.100166832999093}, 'num_healthy_workers': 1, 'actor_manager_num_outstanding_async_reqs': 0, 'num_remote_worker_restarts': 0}, 'num_env_steps_sampled_lifetime': 80000, 'fault_tolerance': {'num_healthy_workers': 23, 'num_remote_worker_restarts': 0}, 'env_runner_group': {'actor_manager_num_outstanding_async_reqs': 0}, 'num_env_steps_sampled_lifetime_throughput': 1097.0202919679423, 'done': False, 'training_iteration': 20, 'trial_id': 'default', 'date': '2025-04-03_19-59-19', 'timestamp': 1743724759, 'time_this_iter_s': 3.633301019668579, 'time_total_s': 49.481619358062744, 'pid': 72496, 'hostname': 'Nathans-Mac-Studio.local', 'node_ip': '127.0.0.1', 'config': {'exploration_config': {}, 'extra_python_environs_for_driver': {}, 'extra_python_environs_for_worker': {}, 'placement_strategy': 'PACK', 'num_gpus': 0, '_fake_gpus': False, 'num_cpus_for_main_process': 1, 'eager_tracing': True, 'eager_max_retraces': 20, 'tf_session_args': {'intra_op_parallelism_threads': 2, 'inter_op_parallelism_threads': 2, 'gpu_options': {'allow_growth': True}, 'log_device_placement': False, 'device_count': {'CPU': 1}, 'allow_soft_placement': True}, 'local_tf_session_args': {'intra_op_parallelism_threads': 8, 'inter_op_parallelism_threads': 8}, 'torch_compile_learner': False, 'torch_compile_learner_what_to_compile': <TorchCompileWhatToCompile.FORWARD_TRAIN: 'forward_train'>, 'torch_compile_learner_dynamo_backend': 'aot_eager', 'torch_compile_learner_dynamo_mode': None, 'torch_compile_worker': False, 'torch_compile_worker_dynamo_backend': 'aot_eager', 'torch_compile_worker_dynamo_mode': None, 'torch_ddp_kwargs': {}, 'torch_skip_nan_gradients': False, 'env': 'satellite_marl', 'env_config': {}, 'observation_space': None, 'action_space': None, 'clip_rewards': None, 'normalize_actions': True, 'clip_actions': False, '_is_atari': None, 'disable_env_checking': False, 'render_env': False, 'action_mask_key': 'action_mask', 'env_runner_cls': None, 'num_env_runners': 23, 'num_envs_per_env_runner': 1, 'gym_env_vectorize_mode': 'SYNC', 'num_cpus_per_env_runner': 1, 'num_gpus_per_env_runner': 0, 'custom_resources_per_env_runner': {}, 'validate_env_runners_after_construction': True, 'episodes_to_numpy': True, 'max_requests_in_flight_per_env_runner': 1, 'sample_timeout_s': 60.0, '_env_to_module_connector': None, 'add_default_connectors_to_env_to_module_pipeline': True, '_module_to_env_connector': None, 'add_default_connectors_to_module_to_env_pipeline': True, 'episode_lookback_horizon': 1, 'rollout_fragment_length': 'auto', 'batch_mode': 'truncate_episodes', 'compress_observations': False, 'remote_worker_envs': False, 'remote_env_batch_wait_ms': 0, 'enable_tf1_exec_eagerly': False, 'sample_collector': <class 'ray.rllib.evaluation.collectors.simple_list_collector.SimpleListCollector'>, 'preprocessor_pref': 'deepmind', 'observation_filter': 'NoFilter', 'update_worker_filter_stats': True, 'use_worker_filter_stats': True, 'sampler_perf_stats_ema_coef': None, 'num_learners': 0, 'num_gpus_per_learner': 0, 'num_cpus_per_learner': 'auto', 'num_aggregator_actors_per_learner': 0, 'max_requests_in_flight_per_aggregator_actor': 3, 'local_gpu_idx': 0, 'max_requests_in_flight_per_learner': 3, 'gamma': 0.99, 'lr': 5e-05, 'grad_clip': None, 'grad_clip_by': 'global_norm', '_train_batch_size_per_learner': None, 'train_batch_size': 4000, 'num_epochs': 10, 'minibatch_size': 128, 'shuffle_batch_per_epoch': True, 'model': {'fcnet_hiddens': [256, 256], 'fcnet_activation': 'tanh', 'fcnet_weights_initializer': None, 'fcnet_weights_initializer_config': None, 'fcnet_bias_initializer': None, 'fcnet_bias_initializer_config': None, 'conv_filters': None, 'conv_activation': 'relu', 'conv_kernel_initializer': None, 'conv_kernel_initializer_config': None, 'conv_bias_initializer': None, 'conv_bias_initializer_config': None, 'conv_transpose_kernel_initializer': None, 'conv_transpose_kernel_initializer_config': None, 'conv_transpose_bias_initializer': None, 'conv_transpose_bias_initializer_config': None, 'post_fcnet_hiddens': [], 'post_fcnet_activation': 'relu', 'post_fcnet_weights_initializer': None, 'post_fcnet_weights_initializer_config': None, 'post_fcnet_bias_initializer': None, 'post_fcnet_bias_initializer_config': None, 'free_log_std': False, 'log_std_clip_param': 20.0, 'no_final_linear': False, 'vf_share_layers': False, 'use_lstm': False, 'max_seq_len': 20, 'lstm_cell_size': 256, 'lstm_use_prev_action': False, 'lstm_use_prev_reward': False, 'lstm_weights_initializer': None, 'lstm_weights_initializer_config': None, 'lstm_bias_initializer': None, 'lstm_bias_initializer_config': None, '_time_major': False, 'use_attention': False, 'attention_num_transformer_units': 1, 'attention_dim': 64, 'attention_num_heads': 1, 'attention_head_dim': 32, 'attention_memory_inference': 50, 'attention_memory_training': 50, 'attention_position_wise_mlp_dim': 32, 'attention_init_gru_gate_bias': 2.0, 'attention_use_n_prev_actions': 0, 'attention_use_n_prev_rewards': 0, 'framestack': True, 'dim': 84, 'grayscale': False, 'zero_mean': True, 'custom_model': None, 'custom_model_config': {}, 'custom_action_dist': None, 'custom_preprocessor': None, 'encoder_latent_dim': None, 'always_check_shapes': False, 'lstm_use_prev_action_reward': -1, '_use_default_native_models': -1, '_disable_preprocessor_api': False, '_disable_action_flattening': False}, '_learner_connector': None, 'add_default_connectors_to_learner_pipeline': True, 'learner_config_dict': {}, 'optimizer': {}, '_learner_class': None, 'callbacks_on_algorithm_init': None, 'callbacks_on_env_runners_recreated': None, 'callbacks_on_checkpoint_loaded': None, 'callbacks_on_environment_created': None, 'callbacks_on_episode_created': None, 'callbacks_on_episode_start': None, 'callbacks_on_episode_step': None, 'callbacks_on_episode_end': None, 'callbacks_on_evaluate_start': None, 'callbacks_on_evaluate_end': None, 'callbacks_on_sample_end': None, 'callbacks_on_train_result': None, 'explore': True, 'enable_rl_module_and_learner': True, 'enable_env_runner_and_connector_v2': True, '_prior_exploration_config': {'type': 'StochasticSampling'}, 'count_steps_by': 'env_steps', 'policy_map_capacity': 100, 'policy_mapping_fn': <function <lambda> at 0x36f5314e0>, 'policies_to_train': None, 'policy_states_are_swappable': False, 'observation_fn': None, 'offline_data_class': None, 'input_read_method': 'read_parquet', 'input_read_method_kwargs': {}, 'input_read_schema': {}, 'input_read_episodes': False, 'input_read_sample_batches': False, 'input_read_batch_size': None, 'input_filesystem': None, 'input_filesystem_kwargs': {}, 'input_compress_columns': ['obs', 'new_obs'], 'input_spaces_jsonable': True, 'materialize_data': False, 'materialize_mapped_data': True, 'map_batches_kwargs': {}, 'iter_batches_kwargs': {}, 'prelearner_class': None, 'prelearner_buffer_class': None, 'prelearner_buffer_kwargs': {}, 'prelearner_module_synch_period': 10, 'dataset_num_iters_per_learner': None, 'input_config': {}, 'actions_in_input_normalized': False, 'postprocess_inputs': False, 'shuffle_buffer_size': 0, 'output': None, 'output_config': {}, 'output_compress_columns': ['obs', 'new_obs'], 'output_max_file_size': 67108864, 'output_max_rows_per_file': None, 'output_write_remaining_data': False, 'output_write_method': 'write_parquet', 'output_write_method_kwargs': {}, 'output_filesystem': None, 'output_filesystem_kwargs': {}, 'output_write_episodes': True, 'offline_sampling': False, 'evaluation_interval': 10, 'evaluation_duration': 5, 'evaluation_duration_unit': 'episodes', 'evaluation_sample_timeout_s': 120.0, 'evaluation_parallel_to_training': True, 'evaluation_force_reset_envs_before_iteration': True, 'evaluation_config': {'explore': False}, 'off_policy_estimation_methods': {}, 'ope_split_batch_by_episode': True, 'evaluation_num_env_runners': 1, 'in_evaluation': False, 'sync_filters_on_rollout_workers_timeout_s': 10.0, 'keep_per_episode_custom_metrics': False, 'metrics_episode_collection_timeout_s': 60.0, 'metrics_num_episodes_for_smoothing': 100, 'min_time_s_per_iteration': None, 'min_train_timesteps_per_iteration': 0, 'min_sample_timesteps_per_iteration': 0, 'log_gradients': True, 'export_native_model_files': False, 'checkpoint_trainable_policies_only': False, 'logger_creator': None, 'logger_config': None, 'log_level': 'WARN', 'log_sys_usage': True, 'fake_sampler': False, 'seed': None, 'restart_failed_env_runners': True, 'ignore_env_runner_failures': False, 'max_num_env_runner_restarts': 1000, 'delay_between_env_runner_restarts_s': 60.0, 'restart_failed_sub_environments': False, 'num_consecutive_env_runner_failures_tolerance': 100, 'env_runner_health_probe_timeout_s': 30.0, 'env_runner_restore_timeout_s': 1800.0, '_model_config': {}, '_rl_module_spec': None, 'algorithm_config_overrides_per_module': {}, '_per_module_overrides': {}, '_validate_config': True, '_use_msgpack_checkpoints': False, '_torch_grad_scaler_class': None, '_torch_lr_scheduler_classes': None, '_tf_policy_handles_more_than_one_loss': False, '_disable_preprocessor_api': False, '_disable_action_flattening': False, '_disable_initialize_loss_from_dummy_batch': False, '_dont_auto_sync_env_runner_states': False, 'env_task_fn': -1, 'enable_connectors': -1, 'simple_optimizer': True, 'policy_map_cache': -1, 'worker_cls': -1, 'synchronize_filters': -1, 'enable_async_evaluation': -1, 'custom_async_evaluation_function': -1, '_enable_rl_module_api': -1, 'auto_wrap_old_gym_envs': -1, 'always_attach_evaluation_results': -1, 'replay_sequence_length': None, '_disable_execution_plan_api': -1, 'use_critic': True, 'use_gae': True, 'use_kl_loss': True, 'kl_coeff': 0.2, 'kl_target': 0.01, 'vf_loss_coeff': 1.0, 'entropy_coeff': 0.01, 'clip_param': 0.2, 'vf_clip_param': 10.0, 'entropy_coeff_schedule': None, 'lr_schedule': None, 'sgd_minibatch_size': -1, 'vf_share_layers': -1, 'class': <class 'ray.rllib.algorithms.ppo.ppo.PPOConfig'>, 'lambda': 1.0, 'input': 'sampler', 'policies': {'servicer': (None, Box(-inf, inf, (13,), float32), Box(-1.0, 1.0, (6,), float32), None), 'target': (None, Box(-inf, inf, (13,), float32), Box(-1.0, 1.0, (6,), float32), None)}, 'callbacks': <class 'ray.rllib.callbacks.callbacks.RLlibCallback'>, 'create_env_on_driver': False, 'custom_eval_function': None, 'framework': 'torch'}, 'time_since_restore': 49.481619358062744, 'iterations_since_restore': 20, 'perf': {'cpu_util_percent': 80.1, 'ram_util_percent': 56.1}})
2025-04-03 19:59:22,320 [__main__] [INFO] Iter: 21/100, Ts: 0, Reward (Eval/Sample): nan, Policy Loss: nan, Time: 2.42s
2025-04-03 19:59:24,547 [__main__] [INFO] Iter: 22/100, Ts: 0, Reward (Eval/Sample): nan, Policy Loss: nan, Time: 2.23s
2025-04-03 19:59:26,862 [__main__] [INFO] Iter: 23/100, Ts: 0, Reward (Eval/Sample): nan, Policy Loss: nan, Time: 2.32s
2025-04-03 19:59:29,413 [__main__] [INFO] Iter: 24/100, Ts: 0, Reward (Eval/Sample): nan, Policy Loss: nan, Time: 2.55s
2025-04-03 19:59:31,989 [__main__] [INFO] Iter: 25/100, Ts: 0, Reward (Eval/Sample): nan, Policy Loss: nan, Time: 2.58s
2025-04-03 19:59:34,504 [__main__] [INFO] Iter: 26/100, Ts: 0, Reward (Eval/Sample): nan, Policy Loss: nan, Time: 2.51s
2025-04-03 19:59:36,917 [__main__] [INFO] Iter: 27/100, Ts: 0, Reward (Eval/Sample): nan, Policy Loss: nan, Time: 2.41s
2025-04-03 19:59:39,536 [__main__] [INFO] Iter: 28/100, Ts: 0, Reward (Eval/Sample): nan, Policy Loss: nan, Time: 2.62s
2025-04-03 19:59:41,865 [__main__] [INFO] Iter: 29/100, Ts: 0, Reward (Eval/Sample): nan, Policy Loss: nan, Time: 2.33s
2025-04-03 19:59:45,281 [__main__] [INFO] Iter: 30/100, Ts: 0, Reward (Eval/Sample): nan, Policy Loss: nan, Time: 3.42s
2025-04-03 19:59:47,814 [__main__] [INFO] Iter: 31/100, Ts: 0, Reward (Eval/Sample): nan, Policy Loss: nan, Time: 2.53s
2025-04-03 19:59:50,461 [__main__] [INFO] Iter: 32/100, Ts: 0, Reward (Eval/Sample): nan, Policy Loss: nan, Time: 2.65s
2025-04-03 19:59:52,504 [__main__] [INFO] Iter: 33/100, Ts: 0, Reward (Eval/Sample): nan, Policy Loss: nan, Time: 2.04s
2025-04-03 19:59:55,052 [__main__] [INFO] Iter: 34/100, Ts: 0, Reward (Eval/Sample): nan, Policy Loss: nan, Time: 2.55s
2025-04-03 19:59:57,596 [__main__] [INFO] Iter: 35/100, Ts: 0, Reward (Eval/Sample): nan, Policy Loss: nan, Time: 2.54s
2025-04-03 20:00:00,142 [__main__] [INFO] Iter: 36/100, Ts: 0, Reward (Eval/Sample): nan, Policy Loss: nan, Time: 2.55s
2025-04-03 20:00:02,490 [__main__] [INFO] Iter: 37/100, Ts: 0, Reward (Eval/Sample): nan, Policy Loss: nan, Time: 2.35s
2025-04-03 20:00:04,886 [__main__] [INFO] Iter: 38/100, Ts: 0, Reward (Eval/Sample): nan, Policy Loss: nan, Time: 2.40s
2025-04-03 20:00:07,291 [__main__] [INFO] Iter: 39/100, Ts: 0, Reward (Eval/Sample): nan, Policy Loss: nan, Time: 2.40s
2025-04-03 20:00:10,791 [__main__] [INFO] Iter: 40/100, Ts: 0, Reward (Eval/Sample): nan, Policy Loss: nan, Time: 3.50s
